product_id,price,timestamp,url,name,current_price,original_price,currency,image_url,target_price,email,telegram_chat_id,created_at,last_checked,alert_sent
1,4398.9,2026-05-18 13:21:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
1,4318.92,2026-05-19 13:21:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
1,4238.94,2026-05-20 13:21:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
1,4158.96,2026-05-21 13:21:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
1,4078.98,2026-05-22 13:21:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
1,3999.0,2026-05-23 07:51:54,https://www.amazon.in/dp/B09G3HRMVB,Amazon Product,3999.0,4999.0,₹,https://images-na.ssl-images-amazon.com/images/I/71IszT7t7FL._AC_SL1500_.jpg,799.0,user1@example.com,,2026-05-23 07:51:54,2026-05-23 08:19:18,0
2,91190.0,2026-05-18 13:22:09,https://www.amazon.in/dp/B08N5WRWNW,Apple MacBook Air Laptop M1 Chip,82900.0,92900.0,₹,https://images-na.ssl-images-amazon.com/images/I/71TPda7cwUL._AC_SL1500_.jpg,999.0,user3@example.com,,2026-05-23 07:52:09,2026-05-23 08:19:29,0
2,89532.0,2026-05-19 13:22:09,https://www.amazon.in/dp/B08N5WRWNW,Apple MacBook Air Laptop M1 Chip,82900.0,92900.0,₹,https://images-na.ssl-images-amazon.com/images/I/71TPda7cwUL._AC_SL1500_.jpg,999.0,user3@example.com,,2026-05-23 07:52:09,2026-05-23 08:19:29,0
2,87874.0,2026-05-20 13:22:09,https://www.amazon.in/dp/B08N5WRWNW,Apple MacBook Air Laptop M1 Chip,82900.0,92900.0,₹,https://images-na.ssl-images-amazon.com/images/I/71TPda7cwUL._AC_SL1500_.jpg,999.0,user3@example.com,,2026-05-23 07:52:09,2026-05-23 08:19:29,0
2,86216.0,2026-05-21 13:22:09,https://www.amazon.in/dp/B08N5WRWNW,Apple MacBook Air Laptop M1 Chip,82900.0,92900.0,₹,https://images-na.ssl-images-amazon.com/images/I/71TPda7cwUL._AC_SL1500_.jpg,999.0,user3@example.com,,2026-05-23 07:52:09,2026-05-23 08:19:29,0
